id,profile_id,major_id,priority,criteria,is_passed,group_subject_id,is_early_passed
173689,101250,42,1,"",true,13,false
177627,101110,94,2,"",true,1,false
182849,100948,71,2,"",true,42,false
191248,100976,92,1,"",true,37,false
160617,101262,64,1,"",true,37,false
185316,101291,64,1,"",true,1,false
199305,101176,70,1,"",true,2,false
229549,101266,80,1,"",true,43,false
229586,101260,68,1,"",true,37,false
159463,100452,73,1,"",true,37,false
160230,100986,57,1,"",true,20,false
160178,101004,49,1,"",true,1,false
160317,101075,62,1,"",true,1,false
195737,100971,47,1,"",true,2,false
160587,101230,63,2,"",true,1,false
181840,101043,62,1,"",true,1,false
161220,101255,82,1,"",true,1,false
182166,101136,62,1,"",true,40,false
197018,101011,68,1,"",true,43,false
169593,101033,74,2,"",true,2,false
163279,101223,56,1,"",true,1,false
173010,101227,69,1,"",true,40,false
162122,101103,74,1,"",true,37,false
162668,101285,71,1,"",true,42,false
160125,100969,91,1,"",true,11,false
163872,101234,63,1,"",true,37,false
160332,101080,69,1,"",true,43,false
217574,101014,79,2,"",true,19,false
208124,101037,79,2,"",true,19,false
215518,101074,81,2,"",true,18,false
216079,101008,45,1,"",true,2,false
167757,101271,77,1,"",true,19,false
237242,139036,60,1,"",true,11,false
237281,139056,67,1,"",true,2,false
237294,139066,69,1,"",true,43,false
237286,139061,43,1,"",true,1,false
160464,101151,60,1,"",true,2,false
160627,101275,47,1,"",true,1,false
169230,101162,69,1,"",true,2,false
160485,101159,87,1,"",true,13,false
160965,101102,89,1,"",true,13,false
161278,101184,62,1,"",true,2,false
160543,101197,62,1,"",true,1,false
196241,101181,92,1,"",true,1,false
206496,101106,93,1,"",true,2,false
237365,139115,68,1,"",true,2,false
237375,139114,69,1,"",true,37,false
237261,139053,64,1,DHQGHN,true,2,false
237508,139044,63,2,"",true,2,false
237315,139040,92,1,"",true,1,false
237542,139159,80,1,"",true,43,false
237593,139218,60,1,"",true,11,false
237416,139133,71,2,"",true,48,false
237630,139263,86,1,"",true,40,false
237615,139266,44,1,"",true,40,false
160731,101327,62,1,"",true,37,false
160746,101345,69,1,"",true,43,false
160769,101356,87,1,"",true,18,false
160797,101370,63,1,"",true,2,false
160845,101387,86,1,"",true,1,false
161117,101544,74,1,"",true,37,false
161176,101575,63,1,"",true,1,false
161188,101560,87,1,"",true,13,false
161226,101568,49,1,"",true,1,false
162142,101629,83,1,"",true,13,false
162741,101408,86,1,"",true,13,false
198922,101441,56,2,"",true,2,false
167974,101577,62,1,"",true,40,false
161236,101508,69,2,"",true,40,false
160923,101420,87,1,"",true,13,false
161010,101454,69,1,c4Bool,true,43,false
183012,101460,63,1,"",true,1,false
162710,101580,62,1,"",true,37,false
190318,101474,62,1,"",true,37,false
161693,101628,72,1,"",true,42,false
160668,101298,49,1,"",true,1,false
160781,101367,72,1,"",true,2,false
161239,101588,62,1,"",true,2,false
166306,101541,79,1,"",true,48,false
167267,101566,64,1,"",true,1,false
161013,101501,73,1,"",true,37,false
160765,101361,69,1,"",true,2,false
166062,101483,73,1,"",true,42,false
161178,101581,69,1,"",true,2,false
161202,98538,95,1,"",true,37,false
162078,101442,80,2,"",true,1,false
197993,101490,80,1,"",true,2,false
160703,101323,77,2,"",true,48,false
185398,101536,80,2,"",true,43,false
163018,101392,82,1,"",true,1,false
160983,101464,61,1,"",true,37,false
160730,101341,93,2,"",true,1,false
161032,101497,72,1,"",true,37,false
164279,101378,69,1,"",true,43,false
167214,101550,63,1,"",true,37,false
161058,101515,71,1,"",true,42,false
187758,101355,95,2,"",true,37,false
160933,101432,43,1,"",true,13,false
176979,101322,69,1,"",true,40,false
188038,101385,49,1,"",true,2,false
161947,101506,63,2,"",true,37,false
161016,101485,69,1,"",true,43,false
237346,139112,92,1,"",true,1,false
237448,139156,69,1,"",true,2,false
237407,139137,69,1,"",true,37,false
245651,139089,81,1,"",true,18,false
238881,139170,60,1,"",true,11,false
160791,101372,64,1,"",true,2,false
160955,101437,81,2,"",true,1,false
161169,101565,72,1,"",true,42,false
161011,101447,49,1,"",true,1,false
168751,101579,86,1,c1Bool,true,1,false
161263,101598,64,1,"",true,37,false
161139,101551,81,1,"",true,13,false
161726,101369,49,1,"",true,2,false
161709,101561,72,1,"",true,2,false
161005,101492,69,1,"",true,40,false
161205,101584,63,1,"",true,37,false
170382,101473,87,1,"",true,13,false
161155,101548,71,1,"",true,42,false
165728,101371,71,1,"",true,42,false
189940,101391,82,1,c4Bool,true,40,false
160816,101377,76,1,"",true,19,false
237303,139078,49,1,DHBKHN,true,1,false
162621,101319,79,1,"",true,2,false
209449,101340,62,1,"",true,37,false
238173,101368,72,1,"",true,2,false
184194,101511,62,1,c4Bool,true,2,false
174822,101339,62,1,"",true,2,false
174090,101632,49,1,"",true,1,false
160768,101363,92,1,"",true,37,false
160869,101397,69,2,"",true,43,false
160878,101401,69,1,c4Bool,true,37,false
160858,101374,49,1,"",true,2,false
161036,101503,76,1,"",true,19,false
161213,101567,64,1,"",true,37,false
161216,96355,77,1,"",true,19,false
161398,101519,64,1,"",true,37,false
161122,101512,66,1,c4Bool,true,19,false
161187,101529,71,1,"",true,2,false
161415,101611,49,1,"",true,2,false
163654,101394,84,1,"",true,3,false
165096,101303,60,1,"",true,1,false
173606,101312,96,1,c4Bool,true,2,false
172007,101399,75,3,"",true,37,false
182139,101496,49,1,"",true,1,false
163136,101525,73,2,"",true,42,false
185180,101383,79,2,"",true,48,false
196872,101446,79,2,"",true,2,false
202745,101607,49,1,"",true,2,false
160612,101254,72,1,"",true,42,false
203929,101342,69,3,"",true,43,false
217524,101305,81,1,"",true,13,false
219797,101484,60,3,"",true,1,false
237333,139104,92,1,DHQGHN,true,1,false
246263,101477,76,3,"",true,19,false
161816,101571,74,3,"",true,37,false
161109,101539,65,1,"",true,1,false
161183,101570,75,3,"",true,2,false
160827,101380,64,1,"",true,1,false
161309,101612,57,2,"",true,3,false
161128,101489,60,1,"",true,1,false
200910,101468,76,1,"",true,42,false
161186,101574,60,3,"",true,11,false
161230,101590,60,3,"",true,11,false
206108,101516,43,2,"",true,13,false
161097,101528,87,1,"",true,1,false
160957,101451,62,1,"",true,1,false
175188,101406,45,1,"",true,13,false
160995,101469,73,2,"",true,2,false
162658,95888,69,1,"",true,37,false
203815,101299,77,1,"",true,37,false
164386,101352,72,1,"",true,42,false
161112,101533,50,1,"",true,1,false
237383,139124,76,1,c5Bool,true,19,false
237425,139140,44,1,DHQGHN,true,2,false
237455,139151,60,1,DHQGHN,true,11,false
237388,139101,73,2,"",true,37,false
237490,139181,68,1,"",true,40,false
238480,139196,77,1,"",true,2,false
160710,101328,62,1,"",true,2,false
160824,101376,67,1,"",true,43,false
160976,101398,77,1,"",true,19,false
161593,101343,67,1,"",true,43,false
161050,101522,73,1,"",true,37,false
161053,101517,71,1,"",true,48,false
161080,101530,71,1,"",true,48,false
161096,101527,80,1,"",true,37,false
161081,101381,72,1,c4Bool,true,42,false
161124,101520,73,1,"",true,37,false
161196,101582,68,2,"",true,2,false
161252,101554,62,1,"",true,37,false
161283,101599,62,1,"",true,37,false
161304,101618,67,1,"",true,37,false
163010,101317,87,1,"",true,40,false
162055,101745,87,1,c4Bool,true,13,false
204996,101702,81,1,"",true,13,false
163470,101753,82,1,"",true,1,false
164638,101876,63,1,"",true,1,false
161791,101850,76,3,"",true,19,false
237372,139122,71,2,"",true,42,false
165622,101705,47,1,"",true,2,false
167941,101799,76,1,"",true,19,false
167411,101852,86,1,"",true,13,false
161534,101733,62,1,"",true,37,false
168881,101864,92,1,"",true,37,false
161582,101739,81,1,"",true,13,false
193188,101911,49,1,c4Bool,true,40,false
173759,101837,82,1,"",true,13,false
161452,101694,84,1,"",true,13,false
161828,101870,92,1,"",true,1,false
161819,101752,72,1,"",true,42,false
161927,101925,51,1,"",true,1,false
161902,101918,87,1,c4Bool,true,18,false
161610,101711,42,2,"",true,13,false
161449,101690,69,1,"",true,43,false
162258,101893,63,1,"",true,1,false
161621,101784,84,1,"",true,18,false
162170,101833,76,1,"",true,19,false
161541,101710,61,2,"",true,11,false
162966,101660,48,1,"",true,1,false
161526,101724,81,1,"",true,2,false
217395,101844,56,1,"",true,2,false
166178,101754,77,1,"",true,37,false
187207,101717,94,3,"",true,37,false
162588,101933,69,2,"",true,37,false
237326,139086,81,3,"",true,13,false
161464,101704,76,1,"",true,19,false
161433,101679,56,1,"",true,2,false
161536,101736,73,1,"",true,42,false
161681,101713,73,1,"",true,42,false
161493,101709,46,1,"",true,2,false
161852,101869,76,3,"",true,19,false
161849,101894,92,2,"",true,37,false
161858,101887,53,1,"",true,1,false
166065,101771,87,1,"",true,13,false
202517,101927,96,1,"",true,2,false
163402,101807,44,1,"",true,2,false
161389,101649,69,1,"",true,40,false
157296,99184,69,1,"",true,40,false
171247,101749,81,2,"",true,13,false
203953,101941,62,1,"",true,1,false
198866,101683,77,1,"",true,19,false
178407,101723,49,1,DHBKHN,true,1,false
237329,139095,71,1,"",true,2,false
219568,101841,60,2,"",true,2,false
195045,101890,66,1,"",true,47,false
229316,101668,66,1,"",true,19,false
237441,139146,85,1,"",true,13,false
237459,139155,64,1,"",true,1,false
237450,139143,92,1,"",true,1,false
246162,139152,63,2,"",true,37,false
241531,139145,80,1,"",true,37,false
161553,101686,84,1,"",true,13,false
161576,101763,69,1,"",true,2,false
161653,101794,68,1,"",true,2,false
161703,101812,60,1,"",true,1,false
162288,101750,59,2,"",true,20,false
163613,101655,52,1,"",true,2,false
163601,101788,73,2,"",true,42,false
174241,97774,61,1,"",true,2,false
215167,101769,74,1,"",true,37,false
237536,139190,62,1,"",true,40,false
170148,101721,76,3,"",true,42,false
162480,101793,60,1,"",true,2,false
237732,139299,57,2,"",true,3,false
237777,139055,62,1,"",true,1,false
237885,139370,67,1,c4Bool,true,2,false
238425,139383,56,1,"",true,1,false
239334,139191,82,1,"",true,1,false
239754,101641,63,1,"",true,37,false
161623,101790,86,1,c2Bool,true,1,false
161639,101795,42,1,c4Bool,true,13,false
161678,101818,82,1,"",true,1,false
161924,101888,51,2,"",true,1,false
161915,101922,96,1,"",true,2,false
161964,101952,82,1,"",true,1,false
161451,101692,92,2,"",true,37,false
161969,101878,82,1,"",true,18,false
161745,101834,80,1,"",true,43,false
162401,101831,60,2,"",true,11,false
162336,101650,42,1,c1Bool,true,1,false
200362,101644,74,2,"",true,2,false
207603,101820,49,1,"",true,1,false
163618,101787,68,1,"",true,40,false
237525,139189,69,2,"",true,40,false
237535,139079,89,3,"",true,13,false
237521,139174,69,1,DHQGHN,true,40,false
237251,139030,81,1,"",true,13,false
239260,139164,60,3,"",true,37,false
238976,139186,73,1,"",true,2,false
161408,101663,66,1,"",true,19,false
161498,101708,96,1,"",true,40,false
161438,101691,57,1,"",true,1,false
161720,101805,62,1,"",true,40,false
169829,101916,61,1,"",true,11,false
168640,101947,53,1,"",true,2,false
162653,101747,64,1,"",true,37,false
162203,101785,73,1,"",true,42,false
167909,101735,50,1,"",true,1,false
161753,101657,81,1,"",true,2,false
191110,101811,67,1,"",true,43,false
196325,101845,49,1,"",true,1,false
161797,101848,69,1,"",true,2,false
161685,101821,80,1,"",true,43,false
227193,101722,49,1,"",true,1,false
227836,101729,56,2,"",true,3,false
161488,101700,51,1,"",true,1,false
241484,101768,77,1,"",true,19,false
161804,101872,62,1,"",true,2,false
161777,101860,52,1,"",true,1,false
161903,101903,81,1,"",true,13,false
162177,101946,69,2,"",true,43,false
216276,101907,63,1,"",true,37,false
220344,101896,76,2,"",true,19,false
237807,139355,86,1,DHQGHN,true,13,false
237841,139372,62,1,"",true,1,false
237877,139396,52,1,"",true,1,false
237561,138443,92,1,"",true,1,false
237582,139229,75,1,"",true,61,false
237769,139321,66,1,"",true,47,false
237779,139330,69,1,"",true,43,false
240761,139347,62,1,"",true,1,false
239262,139395,57,1,"",true,1,false
239826,139259,71,1,"",true,48,false
237744,139329,69,2,"",true,2,false
241658,139308,76,1,"",true,19,false
166808,101990,69,2,"",true,43,false
162060,101999,62,1,"",true,37,false
162132,102014,76,1,"",true,19,false
162164,102047,69,2,"",true,43,false
162378,102119,90,1,"",true,2,false
162254,102102,71,1,"",true,48,false
169203,101993,55,1,"",true,2,false
162289,102130,62,1,"",true,1,false
162332,102151,63,1,"",true,37,false
248252,102201,76,2,"",true,19,false
226329,102204,81,1,"",true,13,false
162465,102163,62,1,c4Bool,true,1,false
163753,102214,82,1,"",true,18,false
162519,102265,82,2,"",true,1,false
177282,102000,92,1,"",true,1,false
162036,101986,63,1,"",true,1,false
162197,102071,63,1,"",true,1,false
162125,102040,89,1,"",true,13,false
162156,102050,63,2,"",true,37,false
162265,102120,81,2,"",true,13,false
165067,102188,62,1,"",true,2,false
162402,102210,71,1,"",true,48,false
162409,102219,49,1,"",true,1,false
162508,102277,80,1,"",true,1,false
162533,102283,63,1,"",true,40,false
218765,102003,50,3,"",true,1,false
164987,102271,62,1,"",true,1,false
178299,102256,77,1,"",true,19,false
162375,102158,86,1,"",true,13,false
237494,139182,80,1,"",true,43,false
237504,139183,55,1,"",true,2,false
162559,102310,82,1,"",true,13,false
163285,102018,64,1,"",true,2,false
163774,102203,60,1,"",true,11,false
204011,102223,75,1,"",true,2,false
206052,102032,60,2,"",true,2,false
162502,102167,47,1,"",true,1,false
182633,102037,49,1,"",true,1,false
215692,102077,50,3,"",true,1,false
162070,101997,81,1,"",true,1,false
207357,102244,82,1,"",true,18,false
240110,139237,64,1,DHQGHN,true,2,false
237770,139339,69,1,"",true,43,false
238177,139199,77,1,"",true,2,false
238404,139319,56,1,"",true,3,false
239456,139333,66,1,DHQGHN,true,19,false
162119,102012,62,1,"",true,37,false
237513,139188,71,1,"",true,48,false
162240,102108,69,1,"",true,43,false
162339,102153,81,1,"",true,13,false
162345,102169,81,1,"",true,13,false
162360,102176,69,1,"",true,43,false
164747,102235,60,1,"",true,11,false
162257,102114,76,3,"",true,19,false
162262,102123,86,1,c4Bool,true,40,false
167793,102207,69,1,"",true,43,false
176863,102074,79,3,"",true,19,false
178343,102064,74,2,"",true,2,false
181789,102242,57,3,"",true,3,false
182543,102159,77,1,"",true,19,false
162189,102069,60,1,"",true,37,false
194757,102191,69,1,"",true,40,false
195352,102254,81,2,"",true,13,false
198260,102212,65,1,c2Bool,true,1,false
200867,102174,82,1,"",true,1,false
162790,102161,81,1,"",true,2,false
166053,102080,62,1,"",true,1,false
162011,101968,84,1,"",true,13,false
162090,102013,62,1,"",true,37,false
173873,102024,87,1,c4Bool,true,40,false
162085,102010,80,1,"",true,1,false
162399,102209,71,1,"",true,48,false
162512,102262,73,1,"",true,37,false
162456,102239,94,1,"",true,1,false
162567,102312,63,1,"",true,2,false
164548,102236,77,1,"",true,19,false
162892,102184,77,1,"",true,19,false
162408,102091,73,1,"",true,42,false
168604,102199,44,1,"",true,1,false
169722,102302,66,1,"",true,19,false
181334,102205,87,1,c4Bool,true,18,false
175693,102278,71,1,"",true,42,false
163317,102044,55,2,"",true,2,false
166031,102029,92,1,"",true,2,false
184654,102222,92,1,"",true,40,false
191802,101979,77,3,"",true,48,false
194023,102281,68,1,"",true,40,false
196571,102253,77,1,"",true,19,false
216692,102245,71,1,"",true,48,false
227599,102234,81,1,"",true,18,false
162029,101970,42,2,"",true,13,false
215145,102035,63,1,"",true,2,false
162183,102066,62,1,"",true,1,false
185582,102073,62,2,"",true,37,false
162392,99450,69,1,"",true,40,false
162494,102258,49,1,"",true,40,false
218154,102286,60,2,"",true,11,false
162499,102276,42,1,"",true,1,false
189741,102079,56,1,"",true,3,false
162808,102155,79,3,"",true,19,false
162885,102185,74,2,"",true,37,false
162711,102042,49,1,"",true,2,false
164730,102309,66,1,"",true,37,false
162529,102067,49,1,"",true,1,false
162321,102148,62,1,"",true,2,false
163658,102020,62,1,"",true,37,false
162171,102059,79,1,"",true,48,false
193461,102097,96,1,"",true,2,false
162515,102280,69,1,"",true,37,false
207656,102252,42,1,"",true,13,false
207461,102072,62,1,"",true,1,false
237550,139204,71,1,"",true,42,false
237599,139239,80,1,"",true,1,false
162041,101987,62,1,"",true,1,false
237676,139289,69,2,"",true,43,false
162174,102051,81,1,"",true,1,false
162046,101985,60,1,"",true,1,false
162364,102182,62,1,"",true,1,false
162381,102154,64,1,"",true,2,false
162481,102243,44,1,c1Bool,true,1,false
213879,102285,68,1,"",true,43,false
162525,102279,68,1,"",true,2,false
162590,102308,62,1,"",true,2,false
163683,101995,87,1,"",true,1,false
162044,101975,62,1,"",true,2,false
165091,102041,51,2,"",true,2,false
165282,102038,69,2,"",true,37,false
203964,102019,77,1,"",true,19,false
162472,102238,86,1,"",true,13,false
212309,102094,69,1,"",true,43,false
162454,102248,49,1,"",true,2,false
162241,102105,56,1,"",true,3,false
237635,139264,64,1,"",true,1,false
237617,139258,81,1,"",true,1,false
239061,139326,69,1,c1Bool,true,43,false
244358,102232,96,2,"",true,1,false
162311,102147,87,1,"",true,13,false
162548,102307,69,1,c4Bool,true,43,false
166595,102306,81,1,"",true,18,false
237626,139265,73,1,"",true,42,false
193916,102314,69,1,"",true,43,false
237763,139335,69,1,"",true,2,false
237705,139302,63,1,"",true,1,false
237784,139341,56,1,"",true,3,false
237804,139331,49,1,"",true,1,false
238572,139300,69,2,"",true,43,false
162578,102331,69,1,"",true,43,false
162610,102345,68,1,c4Bool,true,40,false
154196,97407,71,1,"",true,2,false
162980,102542,49,1,"",true,1,false
163015,102558,49,1,"",true,1,false
163137,102618,65,1,"",true,2,false
163146,102635,62,1,"",true,37,false
163052,102577,69,1,"",true,37,false
229327,102321,49,1,"",true,1,false
163187,102651,62,2,"",true,2,false
163322,102699,60,1,"",true,11,false
165583,102546,49,1,"",true,2,false
192406,102513,64,1,"",true,1,false
259189,151322,69,1,"",false,40,false
259257,149218,93,2,"",false,37,false
259278,147178,45,2,"",false,1,false
259517,151515,95,2,"",false,37,false
162923,102516,71,1,"",true,48,false
187168,102666,53,1,"",true,1,false
170560,102354,96,1,"",true,40,false
210523,102448,66,1,"",true,37,false
172245,102626,80,1,"",true,43,false
256375,149329,76,2,"",false,19,false
259103,150872,69,1,DHQGHN,false,43,false
259352,151447,92,1,DHQGHN,false,1,false
259067,151215,96,2,"",false,1,false
259060,151196,94,2,DHQGHN,false,2,false
256800,149656,57,2,"",false,3,false
256801,149656,92,3,"",false,1,false
254823,148403,87,2,DHQGHN,false,1,false
254824,148403,92,3,DHQGHN,false,1,false
259119,151174,86,1,"",false,13,false
167348,102661,73,1,"",true,2,false
162949,102538,68,1,"",true,37,false
162652,102372,44,1,"",true,1,false
259123,151076,69,2,"",false,40,false
188287,102625,71,1,"",true,42,false
190911,102417,78,1,"",true,1,false
222773,102687,69,1,"",true,43,false
259124,151076,69,3,"",false,43,false
259130,150741,54,3,"",false,2,false
259145,151295,91,2,"",false,2,false
259150,151139,79,1,"",false,37,false
259170,151287,92,1,"",false,1,false
258933,151081,83,2,"",false,40,false
163923,102672,71,2,"",true,42,false
193635,102682,63,1,"",true,1,false
205477,102665,86,1,"",true,40,false
163046,102587,69,1,"",true,2,false
258940,151138,81,1,"",false,13,false
258981,151169,96,2,"",false,1,false
259860,147971,92,3,DHQGHN,false,37,false
259875,151646,74,2,"",false,2,false
259876,151646,92,3,"",false,1,false
239417,139312,72,1,"",true,42,false
162574,102326,73,1,"",true,42,false
162634,102360,60,1,"",true,11,false
162644,102366,73,1,"",true,2,false
162677,102389,67,1,"",true,43,false
162687,102394,81,1,"",true,18,false
162728,102414,62,1,"",true,40,false
164570,102610,73,1,"",true,37,false
